statement_id,arquivo,linha,sentenca,sujeito,predicado,objeto,predicado_canonico
BH-IHF-2026-R12-017,Regras 1–18.md,1247,O Goleiro que está saindo só_pode_sair_da Quadra após executar o Tiro de Goleiro.,O Goleiro que está saindo,só_pode_sair_da,Quadra após executar o Tiro de Goleiro,False
BH-IHF-2026-R12-018,Regras 1–18.md,1250,O Goleiro não_pode_tocar a Bola novamente após Tiro de Goleiro antes de a Bola tocar outro Atleta.,O Goleiro,não_pode_tocar,a Bola novamente após Tiro de Goleiro antes de a Bola tocar outro Atleta,True
BH-IHF-2026-R13-001,Regras 1–18.md,1269,"Em princípio, Árbitros interrompem a Partida e reiniciam_com Tiro Livre para a Equipe Adversária quando a Equipe em Posse da Bola comete Violação de Regra que deve_levar à perda da Posse da Bola.","Em princípio, Árbitros interrompem a Partida e",reiniciam_com,Tiro Livre para a Equipe Adversária quando a Equipe em Posse da Bola comete Violação de Regra que deve_levar à perda da Posse da Bola,False
BH-IHF-2026-R13-002,Regras 1–18.md,1270,"Em princípio, Árbitros interrompem a Partida e reiniciam_com Tiro Livre para a Equipe Adversária quando a Equipe Defensora comete Violação de Regra que causa perda da Posse da Bola pela Equipe em Posse da Bola.","Em princípio, Árbitros interrompem a Partida e",reiniciam_com,Tiro Livre para a Equipe Adversária quando a Equipe Defensora comete Violação de Regra que causa perda da Posse da Bola pela Equipe em Posse da Bola,False
BH-IHF-2026-R13-003,Regras 1–18.md,1271,"A decisão de Tiro Livre por Violação da Equipe em Posse da Bola referencia as Regras 4, 7:7-8, 7:10, 8:8, 11:4, 12:3, 13:9, 14:5-7 e 15:2-5.","A decisão de Tiro Livre por Violação da Equipe em Posse da Bola referencia as Regras 4, 7:7-8, 7:10, 8:8, 11:4, 12:3, 13:9, 14:5-7 e 15:2-5",(predicado_não_detectado),,False
BH-IHF-2026-R13-004,Regras 1–18.md,1272,"A decisão de Tiro Livre por Violação da Equipe Defensora referencia as Regras 4:4, 4:6, 4:13, 4:14, 6:2b, 6:4, 6:8b, 7:8, 8:8 e 13:7.","A decisão de Tiro Livre por Violação da Equipe Defensora referencia as Regras 4:4, 4:6, 4:13, 4:14, 6:2b, 6:4, 6:8b, 7:8, 8:8 e 13:7",(predicado_não_detectado),,False
BH-IHF-2026-R13-005,Regras 1–18.md,1275,Árbitros devem_permitir continuidade no jogo evitando interrupção prematura por decisão de Tiro Livre.,Árbitros,devem_permitir,continuidade no jogo evitando interrupção prematura por decisão de Tiro Livre,False
BH-IHF-2026-R13-006,Regras 1–18.md,1276,"Se Equipe Defensora ganha Posse da Bola imediatamente após Violação da Equipe Atacante, então Árbitros não_deveriam_marcar Tiro Livre pela Regra 13:1a.","Se Equipe Defensora ganha Posse da Bola imediatamente após Violação da Equipe Atacante, então Árbitros",não_deveriam_marcar,Tiro Livre pela Regra 13:1a,False
BH-IHF-2026-R13-007,Regras 1–18.md,1277,"Se Equipe Atacante não perde a Posse da Bola após Violação da Equipe Defensora, então Árbitros não_deveriam_intervir pela Regra 13:1b.","Se Equipe Atacante não perde a Posse da Bola após Violação da Equipe Defensora, então Árbitros",não_deveriam_intervir,pela Regra 13:1b,False
BH-IHF-2026-R13-008,Regras 1–18.md,1278,"Se Equipe Atacante consegue continuar o Ataque após Violação da Equipe Defensora, então Árbitros não_deveriam_intervir pela Regra 13:1b.","Se Equipe Atacante consegue continuar o Ataque após Violação da Equipe Defensora, então Árbitros",não_deveriam_intervir,pela Regra 13:1b,False
BH-IHF-2026-R13-009,Regras 1–18.md,1279,"Se Punição Pessoal deve_ser_dada por Violação de Regra, então Árbitros podem_interromper a Partida imediatamente quando a interrupção não causa Desvantagem para os Adversários da Equipe infratora.","Se Punição Pessoal deve_ser_dada por Violação de Regra, então Árbitros",podem_interromper,a Partida imediatamente quando a interrupção não causa Desvantagem para os Adversários da Equipe infratora,False
BH-IHF-2026-R13-010,Regras 1–18.md,1280,"Se interrupção imediata para Punição Pessoal causaria Desvantagem para os Adversários da Equipe infratora, então a Punição Pessoal deve_ser_adiada até o fim da situação existente.","Se interrupção imediata para Punição Pessoal causaria Desvantagem para os Adversários da Equipe infratora, então a Punição Pessoal",deve_ser_adiada,até o fim da situação existente,False
BH-IHF-2026-R13-011,Regras 1–18.md,1281,"Se a Violação exige intervenção imediata do Cronometrista, então a Partida deve_ser_interrompida imediatamente.","Se a Violação exige intervenção imediata do Cronometrista, então a Partida",deve_ser_interrompida,imediatamente,False
BH-IHF-2026-R13-012,Regras 1–18.md,1284,"Se Violação que normalmente levaria a Tiro Livre ocorre com a Bola fora de jogo, então a Partida reinicia_com o Tiro correspondente ao motivo da interrupção existente.","Se Violação que normalmente levaria a Tiro Livre ocorre com a Bola fora de jogo, então a Partida",reinicia_com,o Tiro correspondente ao motivo da interrupção existente,True
BH-IHF-2026-R13-013,Regras 1–18.md,1285,"Se a Partida é_interrompida com a Bola em jogo sem Violação de Regra e uma Equipe estava em Posse da Bola, então essa Equipe mantém a Posse da Bola.",Se a Partida,é_interrompida,"com a Bola em jogo sem Violação de Regra e uma Equipe estava em Posse da Bola, então essa Equipe mantém a Posse da Bola",False
BH-IHF-2026-R13-014,Regras 1–18.md,1286,"Se a Partida é_interrompida com a Bola em jogo sem Violação de Regra e nenhuma Equipe estava em Posse da Bola, então a Equipe que teve a última Posse da Bola recebe novamente a Posse da Bola.",Se a Partida,é_interrompida,"com a Bola em jogo sem Violação de Regra e nenhuma Equipe estava em Posse da Bola, então a Equipe que teve a última Posse da Bola recebe novamente a Posse da Bola",False
BH-IHF-2026-R13-015,Regras 1–18.md,1287,"Se a Partida é_interrompida porque a Bola tocou Equipamento Fixo acima da Quadra, então a Equipe que não tocou a Bola por último recebe a Posse da Bola.",Se a Partida,é_interrompida,"porque a Bola tocou Equipamento Fixo acima da Quadra, então a Equipe que não tocou a Bola por último recebe a Posse da Bola",False
BH-IHF-2026-R13-016,Regras 1–18.md,1288,A Regra da Vantagem da Regra 13:2 não_se_aplica às situações da Regra 13:4.,A Regra da Vantagem da Regra 13:2,não_se_aplica,às situações da Regra 13:4,False
BH-IHF-2026-R13-017,Regras 1–18.md,1291,"Se há decisão de Tiro Livre contra a Equipe em Posse da Bola no momento do apito, então o Atleta com a Bola deve_largar imediatamente a Bola no local onde está.","Se há decisão de Tiro Livre contra a Equipe em Posse da Bola no momento do apito, então o Atleta com a Bola",deve_largar,imediatamente a Bola no local onde está,False
BH-IHF-2026-R13-018,Regras 1–18.md,1292,"Se há decisão de Tiro Livre contra a Equipe em Posse da Bola no momento do apito, então o Atleta com a Bola deve_colocar imediatamente a Bola na areia no local onde está.","Se há decisão de Tiro Livre contra a Equipe em Posse da Bola no momento do apito, então o Atleta com a Bola",deve_colocar,imediatamente a Bola na areia no local onde está,False
BH-IHF-2026-R13-019,Regras 1–18.md,1295,"Antes da execução do Tiro Livre, Atletas da Equipe Atacante não_podem_posicionar-se a menos de 1 metro da Linha da Área de Gol adversária.","Antes da execução do Tiro Livre, Atletas da Equipe Atacante",não_podem_posicionar-se,a menos de 1 metro da Linha da Área de Gol adversária,False
BH-IHF-2026-R13-020,Regras 1–18.md,1296,"Durante a execução do Tiro Livre, Adversários devem_permanecer a pelo menos 1 metro do Executante.","Durante a execução do Tiro Livre, Adversários",devem_permanecer,a pelo menos 1 metro do Executante,False
BH-IHF-2026-R13-021,Regras 1–18.md,1297,O Tiro Livre normalmente é_executado sem Sinal de Apito do Árbitro.,O Tiro Livre normalmente,é_executado,sem Sinal de Apito do Árbitro,False
BH-IHF-2026-R13-022,Regras 1–18.md,1298,A Regra 15:3b possui_exceção à execução sem Sinal de Apito do Tiro Livre.,A Regra 15:3b,possui_exceção,à execução sem Sinal de Apito do Tiro Livre,False
BH-IHF-2026-R13-023,Regras 1–18.md,1299,"Em princípio, o Tiro Livre é_executado no local onde ocorreu a Infração.","Em princípio, o Tiro Livre",é_executado,no local onde ocorreu a Infração,False
BH-IHF-2026-R13-024,Regras 1–18.md,1300,"Nas situações da Regra 13:4a, o Tiro Livre é_executado após Sinal de Apito no local onde a Bola estava no momento da interrupção.","Nas situações da Regra 13:4a, o Tiro Livre",é_executado,após Sinal de Apito no local onde a Bola estava no momento da interrupção,False
BH-IHF-2026-R13-025,Regras 1–18.md,1301,"Nas situações da Regra 13:4b, o Tiro Livre é_executado após Sinal de Apito no local onde a Bola estava no momento da interrupção.","Nas situações da Regra 13:4b, o Tiro Livre",é_executado,após Sinal de Apito no local onde a Bola estava no momento da interrupção,False
BH-IHF-2026-R13-026,Regras 1–18.md,1302,"Nas situações da Regra 13:4c, o Tiro Livre é_executado após Sinal de Apito no local abaixo de onde a Bola tocou o Equipamento Fixo.","Nas situações da Regra 13:4c, o Tiro Livre",é_executado,após Sinal de Apito no local abaixo de onde a Bola tocou o Equipamento Fixo,False
BH-IHF-2026-R13-027,Regras 1–18.md,1303,"Se Árbitro interrompe a Partida por infração de Atleta da Equipe Defensora e o reinício no local da Bola é mais favorável, então o Tiro Livre deve_ser_executado no local onde a Bola estava no momento da interrupção.","Se Árbitro interrompe a Partida por infração de Atleta da Equipe Defensora e o reinício no local da Bola é mais favorável, então o Tiro Livre",deve_ser_executado,no local onde a Bola estava no momento da interrupção,False
BH-IHF-2026-R13-028,Regras 1–18.md,1304,"Se Delegado Técnico interrompe a Partida por infração de Atleta da Equipe Defensora e o reinício no local da Bola é mais favorável, então o Tiro Livre deve_ser_executado no local onde a Bola estava no momento da interrupção.","Se Delegado Técnico interrompe a Partida por infração de Atleta da Equipe Defensora e o reinício no local da Bola é mais favorável, então o Tiro Livre",deve_ser_executado,no local onde a Bola estava no momento da interrupção,False
BH-IHF-2026-R13-029,Regras 1–18.md,1305,"Se Árbitro interrompe a Partida por infração de Oficial de Equipe da Equipe Defensora e o reinício no local da Bola é mais favorável, então o Tiro Livre deve_ser_executado no local onde a Bola estava no momento da interrupção.","Se Árbitro interrompe a Partida por infração de Oficial de Equipe da Equipe Defensora e o reinício no local da Bola é mais favorável, então o Tiro Livre",deve_ser_executado,no local onde a Bola estava no momento da interrupção,False
BH-IHF-2026-R13-030,Regras 1–18.md,1306,"Se Delegado Técnico interrompe a Partida por infração de Oficial de Equipe da Equipe Defensora e o reinício no local da Bola é mais favorável, então o Tiro Livre deve_ser_executado no local onde a Bola estava no momento da interrupção.","Se Delegado Técnico interrompe a Partida por infração de Oficial de Equipe da Equipe Defensora e o reinício no local da Bola é mais favorável, então o Tiro Livre",deve_ser_executado,no local onde a Bola estava no momento da interrupção,False
BH-IHF-2026-R13-031,Regras 1–18.md,1307,"Se Cronometrista interrompe a Partida por substituição irregular, então aplica-se a mesma exceção de local mais favorável.","Se Cronometrista interrompe a Partida por substituição irregular, então aplica-se a mesma exceção de local mais favorável",(predicado_não_detectado),,False
BH-IHF-2026-R13-032,Regras 1–18.md,1308,"Se Cronometrista interrompe a Partida por entrada ilegal, então aplica-se a mesma exceção de local mais favorável.","Se Cronometrista interrompe a Partida por entrada ilegal, então aplica-se a mesma exceção de local mais favorável",(predicado_não_detectado),,False
BH-IHF-2026-R13-033,Regras 1–18.md,1309,Tiro Livre por Jogo Passivo deve_ser_executado no local onde a Bola estava quando a Partida foi interrompida.,Tiro Livre por Jogo Passivo,deve_ser_executado,no local onde a Bola estava quando a Partida foi interrompida,False
BH-IHF-2026-R13-034,Regras 1–18.md,1312,Um Tiro Livre nunca_pode_ser_executado dentro da Área de Gol da própria Equipe executante.,Um Tiro Livre,nunca_pode_ser_executado,dentro da Área de Gol da própria Equipe executante,False
BH-IHF-2026-R13-035,Regras 1–18.md,1313,"Se o local indicado para o Tiro Livre está dentro da Área de Gol da própria Equipe executante, então o local de execução deve_ser_movido para o ponto mais próximo imediatamente fora da Área de Gol.","Se o local indicado para o Tiro Livre está dentro da Área de Gol da própria Equipe executante, então o local de execução",deve_ser_movido,para o ponto mais próximo imediatamente fora da Área de Gol,False
BH-IHF-2026-R13-036,Regras 1–18.md,1314,"Se a posição correta do Tiro Livre está a menos de 1 metro da Linha da Área de Gol da Equipe Defensora, então o Tiro Livre deve_ser_executado a pelo menos 1 metro da Linha da Área de Gol.","Se a posição correta do Tiro Livre está a menos de 1 metro da Linha da Área de Gol da Equipe Defensora, então o Tiro Livre",deve_ser_executado,a pelo menos 1 metro da Linha da Área de Gol,False
BH-IHF-2026-R13-037,Regras 1–18.md,1315,"Quando Atleta da Equipe que recebeu Tiro Livre está na posição correta com a Bola na mão, então o Atleta não_pode_colocar a Bola na areia e pegá-la novamente.","Quando Atleta da Equipe que recebeu Tiro Livre está na posição correta com a Bola na mão, então o Atleta",não_pode_colocar,a Bola na areia e pegá-la novamente,False
BH-IHF-2026-R13-038,Regras 1–18.md,1316,"Quando Atleta da Equipe que recebeu Tiro Livre está na posição correta com a Bola na mão, então o Atleta não_pode_quicar a Bola e recebê-la novamente.","Quando Atleta da Equipe que recebeu Tiro Livre está na posição correta com a Bola na mão, então o Atleta",não_pode_quicar,a Bola e recebê-la novamente,False
BH-IHF-2026-R14-001,Regras 1–18.md,1340,Um Tiro de 6 Metros é_concedido quando uma Clara Chance de Gol é_destruída em qualquer local da Quadra por Atleta da Equipe Adversária.,Um Tiro de 6 Metros,é_concedido,quando uma Clara Chance de Gol é_destruída em qualquer local da Quadra por Atleta da Equipe Adversária,False
BH-IHF-2026-R14-002,Regras 1–18.md,1341,Um Tiro de 6 Metros é_concedido quando uma Clara Chance de Gol é_destruída em qualquer local da Quadra por Oficial de Equipe da Equipe Adversária.,Um Tiro de 6 Metros,é_concedido,quando uma Clara Chance de Gol é_destruída em qualquer local da Quadra por Oficial de Equipe da Equipe Adversária,False
BH-IHF-2026-R14-003,Regras 1–18.md,1342,Um Tiro de 6 Metros é_concedido quando ocorre Sinal de Apito injustificado no momento de uma Clara Chance de Gol.,Um Tiro de 6 Metros,é_concedido,quando ocorre Sinal de Apito injustificado no momento de uma Clara Chance de Gol,False
BH-IHF-2026-R14-004,Regras 1–18.md,1343,Um Tiro de 6 Metros é_concedido quando uma Clara Chance de Gol é_destruída por interferência de Pessoa não Participante.,Um Tiro de 6 Metros,é_concedido,quando uma Clara Chance de Gol é_destruída por interferência de Pessoa não Participante,False
BH-IHF-2026-R14-005,Regras 1–18.md,1344,A concessão de Tiro de 6 Metros por Pessoa não Participante possui_exceção quando se aplica o Comentário da Regra 9:1.,A concessão de Tiro de 6 Metros por Pessoa não Participante,possui_exceção,quando se aplica o Comentário da Regra 9:1,False
BH-IHF-2026-R14-006,Regras 1–18.md,1345,Clara Chance de Gol possui_definição_em Esclarecimento 7.,Clara Chance de Gol,possui_definição_em,Esclarecimento 7,False
BH-IHF-2026-R14-007,Regras 1–18.md,1348,"Se Atleta Atacante mantém controle total da Bola apesar de Violação da Regra 14:1a, então não_há razão para conceder Tiro de 6 Metros.","Se Atleta Atacante mantém controle total da Bola apesar de Violação da Regra 14:1a, então",não_há,razão para conceder Tiro de 6 Metros,False
BH-IHF-2026-R14-008,Regras 1–18.md,1349,"Se Atleta Atacante mantém controle total do Corpo apesar de Violação da Regra 14:1a, então não_há razão para conceder Tiro de 6 Metros.","Se Atleta Atacante mantém controle total do Corpo apesar de Violação da Regra 14:1a, então",não_há,razão para conceder Tiro de 6 Metros,False
BH-IHF-2026-R14-009,Regras 1–18.md,1350,A não concessão do Tiro de 6 Metros permanece válida mesmo se o Atleta Atacante posteriormente não aproveita a Clara Chance de Gol.,A não concessão do Tiro de 6 Metros permanece válida mesmo se o Atleta Atacante posteriormente não aproveita a Clara Chance de Gol,(predicado_não_detectado),,False
BH-IHF-2026-R14-010,Regras 1–18.md,1351,"Quando existe decisão potencial de Tiro de 6 Metros, Árbitros devem_adiar a intervenção até determinar claramente se a decisão é justificada.","Quando existe decisão potencial de Tiro de 6 Metros, Árbitros",devem_adiar,a intervenção até determinar claramente se a decisão é justificada,False
BH-IHF-2026-R14-011,Regras 1–18.md,1352,"Quando existe decisão potencial de Tiro de 6 Metros, Árbitros devem_adiar a intervenção até determinar claramente se a decisão é necessária.","Quando existe decisão potencial de Tiro de 6 Metros, Árbitros",devem_adiar,a intervenção até determinar claramente se a decisão é necessária,False
BH-IHF-2026-R14-012,Regras 1–18.md,1353,"Se Atleta Atacante marca Gol apesar de interferência ilegal dos Defensores, então não_há razão para conceder Tiro de 6 Metros.","Se Atleta Atacante marca Gol apesar de interferência ilegal dos Defensores, então",não_há,razão para conceder Tiro de 6 Metros,False
BH-IHF-2026-R14-013,Regras 1–18.md,1354,"Se Atleta Atacante perde controle da Bola por causa da Violação e Clara Chance de Gol deixa de existir, então Tiro de 6 Metros deve_ser_concedido.","Se Atleta Atacante perde controle da Bola por causa da Violação e Clara Chance de Gol deixa de existir, então Tiro de 6 Metros",deve_ser_concedido,,False
BH-IHF-2026-R14-014,Regras 1–18.md,1355,"Se Atleta Atacante perde controle do Corpo por causa da Violação e Clara Chance de Gol deixa de existir, então Tiro de 6 Metros deve_ser_concedido.","Se Atleta Atacante perde controle do Corpo por causa da Violação e Clara Chance de Gol deixa de existir, então Tiro de 6 Metros",deve_ser_concedido,,False
BH-IHF-2026-R14-015,Regras 1–18.md,1358,"Ao conceder Tiro de 6 Metros, Árbitros devem_conceder Tempo Técnico.","Ao conceder Tiro de 6 Metros, Árbitros",devem_conceder,Tempo Técnico,False
BH-IHF-2026-R14-016,Regras 1–18.md,1359,O Tempo Técnico ao conceder Tiro de 6 Metros referencia a Regra 2:14b.,O Tempo Técnico ao conceder Tiro de 6 Metros referencia a Regra 2:14b,(predicado_não_detectado),,False
BH-IHF-2026-R14-017,Regras 1–18.md,1360,Gol marcado por Tiro de 6 Metros possui_valor exatamente 2 pontos [número inteiro].,Gol marcado por Tiro de 6 Metros,possui_valor,exatamente 2 pontos [número inteiro],True
BH-IHF-2026-R14-018,Regras 1–18.md,1361,O valor do Gol marcado por Tiro de 6 Metros referencia a Regra 9:3.,O valor do Gol marcado por Tiro de 6 Metros referencia a Regra 9:3,(predicado_não_detectado),,False
BH-IHF-2026-R14-019,Regras 1–18.md,1364,O Tiro de 6 Metros deve_ser_executado como Arremesso à Baliza.,O Tiro de 6 Metros,deve_ser_executado,como Arremesso à Baliza,False
BH-IHF-2026-R14-020,Regras 1–18.md,1365,O Tiro de 6 Metros deve_ser_executado em até 3 segundos após Sinal de Apito do Árbitro de Quadra [número inteiro].,O Tiro de 6 Metros,deve_ser_executado,em até 3 segundos após Sinal de Apito do Árbitro de Quadra [número inteiro],False
BH-IHF-2026-R14-021,Regras 1–18.md,1366,A execução em até 3 segundos referencia a Regra 13:1a.,A execução em até 3 segundos referencia a Regra 13:1a,(predicado_não_detectado),,False
BH-IHF-2026-R14-022,Regras 1–18.md,1367,O Executante do Tiro de 6 Metros não_pode_tocar a Linha de 6 Metros antes de a Bola sair de sua mão.,O Executante do Tiro de 6 Metros,não_pode_tocar,a Linha de 6 Metros antes de a Bola sair de sua mão,True
BH-IHF-2026-R14-023,Regras 1–18.md,1368,O Executante do Tiro de 6 Metros não_pode_cruzar a Linha de 6 Metros antes de a Bola sair de sua mão.,O Executante do Tiro de 6 Metros,não_pode_cruzar,a Linha de 6 Metros antes de a Bola sair de sua mão,False
BH-IHF-2026-R14-024,Regras 1–18.md,1369,A infração de tocar ou cruzar a Linha de 6 Metros referencia a Regra 6:2a.,A infração de tocar ou cruzar a Linha de 6 Metros referencia a Regra 6:2a,(predicado_não_detectado),,False
BH-IHF-2026-R14-025,Regras 1–18.md,1370,"Após execução do Tiro de 6 Metros, a Bola não_pode_ser_jogada novamente pelo Executante até tocar Adversário ou Baliza.","Após execução do Tiro de 6 Metros, a Bola",não_pode_ser_jogada,novamente pelo Executante até tocar Adversário ou Baliza,False
BH-IHF-2026-R14-026,Regras 1–18.md,1371,"Após execução do Tiro de 6 Metros, a Bola não_pode_ser_jogada por Companheiro de Equipe até tocar Adversário ou Baliza.","Após execução do Tiro de 6 Metros, a Bola",não_pode_ser_jogada,por Companheiro de Equipe até tocar Adversário ou Baliza,False
BH-IHF-2026-R14-027,Regras 1–18.md,1372,A restrição de novo toque após Tiro de 6 Metros referencia a Regra 13:1a.,A restrição de novo toque após Tiro de 6 Metros referencia a Regra 13:1a,(predicado_não_detectado),,False
BH-IHF-2026-R14-028,Regras 1–18.md,1375,"Durante execução de Tiro de 6 Metros, Goleiro deve_permanecer a pelo menos 1 metro do Executante até a Bola sair da mão do Executante.","Durante execução de Tiro de 6 Metros, Goleiro",deve_permanecer,a pelo menos 1 metro do Executante até a Bola sair da mão do Executante,False
BH-IHF-2026-R14-029,Regras 1–18.md,1376,"Durante execução de Tiro de 6 Metros, demais Adversários do Executante devem_permanecer a pelo menos 1 metro do Executante até a Bola sair da mão do Executante.","Durante execução de Tiro de 6 Metros, demais Adversários do Executante",devem_permanecer,a pelo menos 1 metro do Executante até a Bola sair da mão do Executante,False
BH-IHF-2026-R14-030,Regras 1–18.md,1377,"Se Adversário não respeita a distância de 1 metro e o Tiro de 6 Metros não resulta em Gol, então o Tiro de 6 Metros deve_ser_repetido.","Se Adversário não respeita a distância de 1 metro e o Tiro de 6 Metros não resulta em Gol, então o Tiro de 6 Metros",deve_ser_repetido,,False
BH-IHF-2026-R14-031,Regras 1–18.md,1380,Não_é_permitido trocar Goleiro quando o Executante está pronto para executar Tiro de 6 Metros.,,Não_é_permitido,trocar Goleiro quando o Executante está pronto para executar Tiro de 6 Metros,False
BH-IHF-2026-R14-032,Regras 1–18.md,1381,O Executante está pronto quando está parado na posição correta com a Bola na mão.,O Executante está pronto quando está parado na posição correta com a Bola na mão,(predicado_não_detectado),,False
BH-IHF-2026-R14-033,Regras 1–18.md,1382,Tentativa de substituição de Goleiro quando o Executante está pronto deve_ser_punida como Conduta Antidesportiva.,Tentativa de substituição de Goleiro quando o Executante está pronto,deve_ser_punida,como Conduta Antidesportiva,False
BH-IHF-2026-R14-034,Regras 1–18.md,1383,"A punição por tentativa de substituição de Goleiro referencia as Regras 8:4, 16:1d e 16:2c.","A punição por tentativa de substituição de Goleiro referencia as Regras 8:4, 16:1d e 16:2c",(predicado_não_detectado),,False
BH-IHF-2026-R14-035,Regras 1–18.md,1384,"Por Fair Play, Atletas próximos ao Executante não_podem_obstruir o Executante.","Por Fair Play, Atletas próximos ao Executante",não_podem_obstruir,o Executante,False
BH-IHF-2026-R14-036,Regras 1–18.md,1385,Obstrução do Executante inclui movimentos de braço.,Obstrução do Executante inclui movimentos de braço,(predicado_não_detectado),,False
BH-IHF-2026-R14-037,Regras 1–18.md,1386,Obstrução do Executante inclui sons.,Obstrução do Executante inclui sons,(predicado_não_detectado),,False
BH-IHF-2026-R15-001,Regras 1–18.md,1411,A Bola deve_estar na mão do Executante antes de um Tiro ser executado.,A Bola,deve_estar,na mão do Executante antes de um Tiro ser executado,False
BH-IHF-2026-R15-002,Regras 1–18.md,1412,Todos os Atletas devem_estar nas posições prescritas para o Tiro em questão.,Todos os Atletas,devem_estar,nas posições prescritas para o Tiro em questão,False
BH-IHF-2026-R15-003,Regras 1–18.md,1413,Todos os Atletas devem_permanecer em suas posições corretas até a Bola sair da mão do Executante.,Todos os Atletas,devem_permanecer,em suas posições corretas até a Bola sair da mão do Executante,False
BH-IHF-2026-R15-004,Regras 1–18.md,1414,Posição inicial incorreta deve_ser_corrigida.,Posição inicial incorreta,deve_ser_corrigida,,False
BH-IHF-2026-R15-005,Regras 1–18.md,1415,A obrigação de corrigir posição inicial incorreta possui_exceção na Regra 15:7.,A obrigação de corrigir posição inicial incorreta,possui_exceção,na Regra 15:7,False
BH-IHF-2026-R15-006,Regras 1–18.md,1418,"Exceto no Tiro de Goleiro, o Executante deve_manter uma parte de um pé em contato constante com a areia quando o Tiro é executado.","Exceto no Tiro de Goleiro, o Executante",deve_manter,uma parte de um pé em contato constante com a areia quando o Tiro é executado,False
BH-IHF-2026-R15-007,Regras 1–18.md,1419,A exigência de contato constante com a areia referencia a Regra 13:1a.,A exigência de contato constante com a areia referencia a Regra 13:1a,(predicado_não_detectado),,False
BH-IHF-2026-R15-008,Regras 1–18.md,1420,O outro pé do Executante pode_ser_levantado repetidamente.,O outro pé do Executante,pode_ser_levantado,repetidamente,False
BH-IHF-2026-R15-009,Regras 1–18.md,1421,O outro pé do Executante pode_ser_colocado na areia repetidamente.,O outro pé do Executante,pode_ser_colocado,na areia repetidamente,False
BH-IHF-2026-R15-010,Regras 1–18.md,1424,O Árbitro deve_apitar para reinício sempre em caso de Tiro de 6 Metros.,O Árbitro,deve_apitar,para reinício sempre em caso de Tiro de 6 Metros,False
BH-IHF-2026-R15-011,Regras 1–18.md,1425,O Árbitro deve_apitar para reinício em Lateral após Tempo Técnico.,O Árbitro,deve_apitar,para reinício em Lateral após Tempo Técnico,False
BH-IHF-2026-R15-012,Regras 1–18.md,1426,O Árbitro deve_apitar para reinício em Tiro de Goleiro após Tempo Técnico.,O Árbitro,deve_apitar,para reinício em Tiro de Goleiro após Tempo Técnico,False
BH-IHF-2026-R15-013,Regras 1–18.md,1427,O Árbitro deve_apitar para reinício em Tiro Livre após Tempo Técnico.,O Árbitro,deve_apitar,para reinício em Tiro Livre após Tempo Técnico,False
BH-IHF-2026-R15-014,Regras 1–18.md,1428,O Árbitro deve_apitar para reinício com Tiro Livre sob a Regra 13:4.,O Árbitro,deve_apitar,para reinício com Tiro Livre sob a Regra 13:4,False
BH-IHF-2026-R15-015,Regras 1–18.md,1429,O Árbitro deve_apitar para reinício quando houve atraso na execução.,O Árbitro,deve_apitar,para reinício quando houve atraso na execução,False
BH-IHF-2026-R15-016,Regras 1–18.md,1430,O Árbitro deve_apitar para reinício após correção das posições dos Atletas.,O Árbitro,deve_apitar,para reinício após correção das posições dos Atletas,False
BH-IHF-2026-R15-017,Regras 1–18.md,1431,O Árbitro deve_apitar para reinício após Advertência Verbal.,O Árbitro,deve_apitar,para reinício após Advertência Verbal,False
BH-IHF-2026-R15-018,Regras 1–18.md,1432,"Após Sinal de Apito, o Executante deve_jogar a Bola em até 3 segundos [número inteiro].","Após Sinal de Apito, o Executante",deve_jogar,a Bola em até 3 segundos [número inteiro],False
BH-IHF-2026-R15-019,Regras 1–18.md,1433,O limite de 3 segundos após Sinal de Apito referencia a Regra 13:1a.,O limite de 3 segundos após Sinal de Apito referencia a Regra 13:1a,(predicado_não_detectado),,False
BH-IHF-2026-R15-020,Regras 1–18.md,1436,Um Tiro é_considerado executado quando a Bola sai da mão do Executante.,Um Tiro,é_considerado,executado quando a Bola sai da mão do Executante,False
BH-IHF-2026-R15-021,Regras 1–18.md,1437,A definição de Tiro considerado executado possui_exceção na Regra 12:2.,A definição de Tiro considerado executado,possui_exceção,na Regra 12:2,False
BH-IHF-2026-R15-022,Regras 1–18.md,1438,A Bola não_pode_ser_entregue a Companheiro de Equipe do Executante quando o Tiro está sendo executado.,A Bola,não_pode_ser_entregue,a Companheiro de Equipe do Executante quando o Tiro está sendo executado,False
BH-IHF-2026-R15-023,Regras 1–18.md,1439,A Bola não_pode_ser_tocada por Companheiro de Equipe do Executante quando o Tiro está sendo executado.,A Bola,não_pode_ser_tocada,por Companheiro de Equipe do Executante quando o Tiro está sendo executado,False
BH-IHF-2026-R15-024,Regras 1–18.md,1440,A proibição de entrega ou toque por Companheiro de Equipe referencia a Regra 13:1a.,A proibição de entrega ou toque por Companheiro de Equipe referencia a Regra 13:1a,(predicado_não_detectado),,False
BH-IHF-2026-R15-025,Regras 1–18.md,1441,O Executante não_pode_tocar a Bola novamente até a Bola tocar outro Atleta.,O Executante,não_pode_tocar,a Bola novamente até a Bola tocar outro Atleta,True
BH-IHF-2026-R15-026,Regras 1–18.md,1442,O Executante não_pode_tocar a Bola novamente até a Bola tocar a Baliza.,O Executante,não_pode_tocar,a Bola novamente até a Bola tocar a Baliza,True
